query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
amPh_15_00007	935840.JAEQ01000007_gene3965	7.71E-30	109	"2DH7E@1|root,2ZYN2@2|Bacteria,1PM9W@1224|Proteobacteria,2UZX1@28211|Alphaproteobacteria,43QKV@69277|Phyllobacteriaceae"	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_15_00010	311402.Avi_0858	9.39E-204	575	"COG4695@1|root,COG4695@2|Bacteria,1MUP5@1224|Proteobacteria,2TRFR@28211|Alphaproteobacteria,4BNGQ@82115|Rhizobiaceae"	28211|Alphaproteobacteria	S	Phage portal protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_portal
amPh_15_00011	349102.Rsph17025_1357	1.54E-38	133	"2BENR@1|root,328EB@2|Bacteria,1RHI2@1224|Proteobacteria,2U9CA@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_15_00012	311402.Avi_0860	8.81E-86	257	"COG3740@1|root,COG3740@2|Bacteria,1N2D8@1224|Proteobacteria,2UD3U@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	M	"Phage prohead protease, HK97 family"	-	-	-	ko:K06904	-	-	-	-	ko00000	-	-	-	Peptidase_S78
amPh_15_00013	311402.Avi_0861	3.34E-191	541	"COG4653@1|root,COG4653@2|Bacteria,1MWU1@1224|Proteobacteria,2TSSY@28211|Alphaproteobacteria,4B774@82115|Rhizobiaceae"	28211|Alphaproteobacteria	S	phage phi-C31 gp36 major capsid-like protein	-	-	-	-	-	-	-	-	-	-	-	-	"Peptidase_S78,Phage_capsid"
amPh_15_00014	311402.Avi_0862	1.21E-38	133	"2BK70@1|root,32EKQ@2|Bacteria,1RK23@1224|Proteobacteria,2U95V@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_15_00015	311402.Avi_0864	9.96E-43	142	"COG1403@1|root,COG1403@2|Bacteria,1P1MP@1224|Proteobacteria,2UV62@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	L	HNH nucleases	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_15_00016	311402.Avi_0865	1.98E-77	234	"295SR@1|root,2ZT41@2|Bacteria,1RF8D@1224|Proteobacteria,2U701@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_15_00017	1122214.AQWH01000019_gene3400	1.29E-35	124	"2EI7W@1|root,33BZ7@2|Bacteria,1N7VF@1224|Proteobacteria,2UIQ7@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	S	Phage gp6-like head-tail connector protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_connect_1
amPh_15_00018	1122214.AQWH01000019_gene3401	4.31E-63	196	"2AGM0@1|root,316U7@2|Bacteria,1RHXP@1224|Proteobacteria,2U9RD@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	S	"Phage protein, HK97, gp10"	-	-	-	-	-	-	-	-	-	-	-	-	HK97-gp10_like
amPh_15_00019	1121271.AUCM01000029_gene35	1.28E-44	149	"2DM49@1|root,31NKU@2|Bacteria,1RIR4@1224|Proteobacteria,2U995@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	S	Protein of unknown function (DUF3168)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3168
amPh_15_00020	323098.Nwi_1619	2.34E-36	126	"COG5614@1|root,COG5614@2|Bacteria,1N7DY@1224|Proteobacteria,2UGEF@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	S	head-tail adaptor	-	-	-	-	-	-	-	-	-	-	-	-	Phage_H_T_join
amPh_15_00021	1122214.AQWH01000019_gene3404	5.77E-28	107	"COG3747@1|root,COG3747@2|Bacteria"	2|Bacteria	L	phage terminase small subunit	-	-	-	-	-	-	-	-	-	-	-	-	Terminase_4
amPh_15_00022	311402.Avi_0872	3.24E-226	642	"COG4626@1|root,COG4626@2|Bacteria,1MW7K@1224|Proteobacteria,2TTEX@28211|Alphaproteobacteria,4BD81@82115|Rhizobiaceae"	28211|Alphaproteobacteria	S	"Phage terminase-like protein, large subunit"	-	-	-	-	-	-	-	-	-	-	-	-	Terminase_1
amPh_15_00023	1231185.BAMP01000032_gene795	1.26E-95	318	"COG1511@1|root,COG1511@2|Bacteria,1QWV3@1224|Proteobacteria,2U33Z@28211|Alphaproteobacteria,43MGZ@69277|Phyllobacteriaceae"	28211|Alphaproteobacteria	S	tail tape measure protein	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_15_00024	1437448.AZRT01000049_gene111	2.69E-47	161	"2DX0H@1|root,342TF@2|Bacteria,1NZCK@1224|Proteobacteria,2UTMV@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_15_00025	1437448.AZRT01000049_gene110	9.15E-61	194	"2AJYS@1|root,31AMZ@2|Bacteria,1NQXX@1224|Proteobacteria,2UNZD@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DUF2163
amPh_15_00026	311402.Avi_0874	4.98E-35	124	"2DQYQ@1|root,339EY@2|Bacteria,1N9MU@1224|Proteobacteria,2UFGA@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_16_00003	861208.AGROH133_06876	3.89E-270	782	"COG1511@1|root,COG1876@1|root,COG3941@1|root,COG1511@2|Bacteria,COG1876@2|Bacteria,COG3941@2|Bacteria,1QWV3@1224|Proteobacteria,2U33Z@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	D	tail tape measure protein	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_16_00004	717785.HYPMC_2177	1.48E-260	730	"COG4626@1|root,COG4626@2|Bacteria,1MW7K@1224|Proteobacteria,2TSDW@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	S	Phage terminase-like protein large subunit	-	-	-	-	-	-	-	-	-	-	-	-	Terminase_1
amPh_16_00005	1381123.AYOD01000021_gene2008	1.19E-47	154	"COG5614@1|root,COG5614@2|Bacteria,1N7DY@1224|Proteobacteria,2UGEF@28211|Alphaproteobacteria,43Q0Q@69277|Phyllobacteriaceae"	28211|Alphaproteobacteria	S	Phage head-tail joining protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_H_T_join
amPh_16_00006	1381123.AYOD01000021_gene2009	2.59E-51	166	"2DM49@1|root,31NKU@2|Bacteria,1RIR4@1224|Proteobacteria,2U995@28211|Alphaproteobacteria,43PJC@69277|Phyllobacteriaceae"	28211|Alphaproteobacteria	S	Protein of unknown function (DUF3168)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3168
amPh_16_00007	266779.Meso_1888	5.91E-55	175	"2AGM0@1|root,316U7@2|Bacteria,1RHXP@1224|Proteobacteria,2U9RD@28211|Alphaproteobacteria,43M86@69277|Phyllobacteriaceae"	28211|Alphaproteobacteria	S	"Bacteriophage HK97-gp10, putative tail-component"	-	-	-	-	-	-	-	-	-	-	-	-	HK97-gp10_like
amPh_16_00008	1380380.JIAX01000006_gene967	6.98E-28	104	"2EI7W@1|root,33BZ7@2|Bacteria,1N7VF@1224|Proteobacteria"	1224|Proteobacteria	S	Phage gp6-like head-tail connector protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_connect_1
amPh_16_00010	266779.Meso_1892	6.10E-49	158	"COG1403@1|root,COG1403@2|Bacteria,1N7SV@1224|Proteobacteria,2UDBS@28211|Alphaproteobacteria,43PYR@69277|Phyllobacteriaceae"	28211|Alphaproteobacteria	L	HNH nucleases	-	-	-	-	-	-	-	-	-	-	-	-	HNH
amPh_16_00012	391937.NA2_11650	5.71E-59	189	"2E5DS@1|root,3305R@2|Bacteria,1N8PT@1224|Proteobacteria,2UGKZ@28211|Alphaproteobacteria,43K91@69277|Phyllobacteriaceae"	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_16_00013	1381123.AYOD01000021_gene2014	1.25E-67	209	"2E3EW@1|root,33ISG@2|Bacteria,1MZ6T@1224|Proteobacteria,2UD2B@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_16_00014	1122214.AQWH01000019_gene3397	2.26E-24	94	"2EK5N@1|root,33DW2@2|Bacteria,1NHDG@1224|Proteobacteria,2UJBG@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_16_00015	1381123.AYOD01000021_gene2015	3.05E-203	571	"COG4653@1|root,COG4653@2|Bacteria,1MWU1@1224|Proteobacteria,2TSSY@28211|Alphaproteobacteria,43IT4@69277|Phyllobacteriaceae"	28211|Alphaproteobacteria	S	Phage capsid family	-	-	-	-	-	-	-	-	-	-	-	-	"Peptidase_S78,Phage_capsid"
amPh_16_00016	570967.JMLV01000006_gene285	4.50E-60	192	"COG3740@1|root,COG3740@2|Bacteria,1QV37@1224|Proteobacteria,2TW9X@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	S	Caudovirus prohead serine protease	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S78
amPh_16_00017	391937.NA2_11630	2.31E-39	134	"2E90J@1|root,3339Z@2|Bacteria,1N7XN@1224|Proteobacteria,2UGYT@28211|Alphaproteobacteria,43KYG@69277|Phyllobacteriaceae"	28211|Alphaproteobacteria	S	"Phage tail tube protein, GTA-gp10"	-	-	-	-	-	-	-	-	-	-	-	-	Phage_TAC_11
amPh_16_00018	1381123.AYOD01000021_gene2018	8.88E-105	323	"COG4695@1|root,COG4695@2|Bacteria,1R513@1224|Proteobacteria,2VG57@28211|Alphaproteobacteria,43JID@69277|Phyllobacteriaceae"	28211|Alphaproteobacteria	S	Phage portal protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_portal
amPh_17_00001	1220582.RRU01S_19_00290	9.50E-279	765	"COG5323@1|root,COG5323@2|Bacteria,1MW8S@1224|Proteobacteria,2TREI@28211|Alphaproteobacteria,4BB3U@82115|Rhizobiaceae"	28211|Alphaproteobacteria	S	Large terminase	-	-	-	-	-	-	-	-	-	-	-	-	"Terminase_6,Terminase_6C"
amPh_17_00005	1220582.RRU01S_19_00280	1.48E-117	340	"COG3179@1|root,COG3179@2|Bacteria,1NDDE@1224|Proteobacteria,2UIIC@28211|Alphaproteobacteria,4BMHQ@82115|Rhizobiaceae"	28211|Alphaproteobacteria	S	Chitinase class I	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_19
amPh_17_00006	1220582.RRU01S_19_00270	7.13E-63	192	"2D05Y@1|root,32T7W@2|Bacteria,1RJF6@1224|Proteobacteria,2UA4X@28211|Alphaproteobacteria,4BF9I@82115|Rhizobiaceae"	28211|Alphaproteobacteria	S	Stress responsive	-	-	-	-	-	-	-	-	-	-	-	-	Dabb
amPh_17_00007	1220582.RRU01S_19_00260	3.60E-265	728	"COG4695@1|root,COG4695@2|Bacteria,1MUP5@1224|Proteobacteria,2TT33@28211|Alphaproteobacteria,4B97P@82115|Rhizobiaceae"	28211|Alphaproteobacteria	S	Phage portal protein	gp34	-	-	-	-	-	-	-	-	-	-	-	Phage_portal
amPh_17_00008	1220582.RRU01S_19_00250	8.82E-68	205	"2E7PM@1|root,33257@2|Bacteria,1NG86@1224|Proteobacteria,2UGH9@28211|Alphaproteobacteria,4BGF9@82115|Rhizobiaceae"	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_17_00009	1220582.RRU01S_19_00240	1.03E-120	346	"COG3740@1|root,COG3740@2|Bacteria,1N2D8@1224|Proteobacteria,2UD3U@28211|Alphaproteobacteria,4B8W0@82115|Rhizobiaceae"	28211|Alphaproteobacteria	S	Phage head maturation protease	gp35	-	-	ko:K06904	-	-	-	-	ko00000	-	-	-	Peptidase_S78
amPh_17_00010	1220582.RRU01S_19_00230	6.79E-261	719	"COG4653@1|root,COG4653@2|Bacteria,1MWU1@1224|Proteobacteria,2TSSY@28211|Alphaproteobacteria,4B774@82115|Rhizobiaceae"	28211|Alphaproteobacteria	S	phage phi-C31 gp36 major capsid-like protein	gp36	-	-	-	-	-	-	-	-	-	-	-	Phage_capsid
amPh_17_00011	1336249.JADW01000012_gene431	2.62E-118	340	"2CK39@1|root,32SBG@2|Bacteria,1MZ6F@1224|Proteobacteria,2UBT5@28211|Alphaproteobacteria,4BCFY@82115|Rhizobiaceae"	28211|Alphaproteobacteria	S	Phage gp6-like head-tail connector protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_connect_1
amPh_17_00012	1220582.RRU01S_19_00210	5.38E-60	186	"COG5614@1|root,COG5614@2|Bacteria,1NAIW@1224|Proteobacteria,2UFNS@28211|Alphaproteobacteria,4BG9S@82115|Rhizobiaceae"	28211|Alphaproteobacteria	S	Phage head-tail joining protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_H_T_join
amPh_17_00013	1220582.RRU01S_19_00200	7.75E-68	207	"2E3NG@1|root,32YKK@2|Bacteria,1NBBS@1224|Proteobacteria,2UGKW@28211|Alphaproteobacteria,4BEVT@82115|Rhizobiaceae"	28211|Alphaproteobacteria	S	Protein of unknown function (DUF3168)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3168
amPh_17_00014	1220582.RRU01S_19_00190	4.15E-73	221	"COG5437@1|root,COG5437@2|Bacteria,1RH1Z@1224|Proteobacteria,2U9I4@28211|Alphaproteobacteria,4BEKC@82115|Rhizobiaceae"	28211|Alphaproteobacteria	S	Phage tail tube protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_tail_2
amPh_17_00015	1220582.RRU01S_19_00180	1.09E-70	214	"2CN1W@1|root,32SG3@2|Bacteria,1N0IV@1224|Proteobacteria,2UC9F@28211|Alphaproteobacteria,4BGBV@82115|Rhizobiaceae"	28211|Alphaproteobacteria	S	"Phage tail tube protein, GTA-gp10"	-	-	-	-	-	-	-	-	-	-	-	-	Phage_TAC_11
amPh_17_00016	1220582.RRU01S_19_00150	8.19E-96	283	"COG5281@1|root,COG5281@2|Bacteria,1R47M@1224|Proteobacteria,2TUIV@28211|Alphaproteobacteria,4BDXU@82115|Rhizobiaceae"	28211|Alphaproteobacteria	S	"COG5281, Phage-related minor tail protein"	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_17_00017	1220582.RRU01S_19_00140	4.25E-132	376	"COG5448@1|root,COG5448@2|Bacteria,1MXM8@1224|Proteobacteria,2TTJ3@28211|Alphaproteobacteria,4B7ZB@82115|Rhizobiaceae"	28211|Alphaproteobacteria	S	Conserved hypothetical protein 2217 (DUF2460)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2460
amPh_17_00018	1336249.JADW01000012_gene423	8.11E-174	489	"COG5449@1|root,COG5449@2|Bacteria,1MXK2@1224|Proteobacteria,2TTWS@28211|Alphaproteobacteria,4BBHK@82115|Rhizobiaceae"	28211|Alphaproteobacteria	S	Phage conserved hypothetical protein BR0599	-	-	-	-	-	-	-	-	-	-	-	-	"DUF2163,Phage_BR0599"
amPh_17_00019	1220582.RRU01S_19_00120	3.77E-87	257	"COG0791@1|root,COG0791@2|Bacteria,1RK6X@1224|Proteobacteria,2U93K@28211|Alphaproteobacteria,4BF47@82115|Rhizobiaceae"	28211|Alphaproteobacteria	M	COG0791 Cell wall-associated hydrolases (invasion-associated proteins)	-	-	-	-	-	-	-	-	-	-	-	-	NLPC_P60
amPh_17_00020	1220582.RRU01S_19_00110	0	2110	"COG3391@1|root,COG3391@2|Bacteria,1MXN7@1224|Proteobacteria,2TR83@28211|Alphaproteobacteria,4B813@82115|Rhizobiaceae"	28211|Alphaproteobacteria	S	GTA TIM-barrel-like domain	-	-	-	-	-	-	-	-	-	-	-	-	"GTA_TIM,Phage-tail_3"
amPh_17_00021	1336249.JADW01000012_gene420	9.13E-37	124	"2EJ3I@1|root,33CUS@2|Bacteria,1NGHC@1224|Proteobacteria,2UJVB@28211|Alphaproteobacteria,4BH02@82115|Rhizobiaceae"	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_17_00022	1220582.RRU01S_19_00080	2.13E-40	135	"2EU34@1|root,33MJY@2|Bacteria,1Q18H@1224|Proteobacteria,2V92X@28211|Alphaproteobacteria,4BG6N@82115|Rhizobiaceae"	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_18_00003	1218352.B597_022195	8.10E-45	150	"COG3772@1|root,COG3772@2|Bacteria,1MZJD@1224|Proteobacteria,1S99W@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	G	lysozyme	-	-	3.2.1.17	ko:K01185	-	-	-	-	"ko00000,ko01000"	-	-	-	Phage_lysozyme
amPh_18_00004	648885.KB316282_gene1367	6.91E-33	117	"2E0FP@1|root,32W1T@2|Bacteria,1NCZR@1224|Proteobacteria,2UVBP@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	L	Phage endonuclease I	-	-	-	-	-	-	-	-	-	-	-	-	Phage_endo_I
amPh_18_00010	420324.KI912020_gene7412	1.14E-50	170	"COG1961@1|root,COG1961@2|Bacteria,1R5CS@1224|Proteobacteria,2U18D@28211|Alphaproteobacteria,1JU15@119045|Methylobacteriaceae"	28211|Alphaproteobacteria	L	PFAM Resolvase domain	-	-	-	-	-	-	-	-	-	-	-	-	"Recombinase,Resolvase"
amPh_18_00012	1197706.AKKK01000028_gene3241	1.56E-44	165	"COG4637@1|root,COG4637@2|Bacteria,2GYHA@201174|Actinobacteria"	201174|Actinobacteria	S	"Psort location Cytoplasmic, score"	-	-	-	-	-	-	-	-	-	-	-	-	AAA_21
amPh_18_00013	1079460.ATTQ01000019_gene4450	6.80E-59	184	"2BV5Y@1|root,32QJA@2|Bacteria,1PQCP@1224|Proteobacteria,2V2RS@28211|Alphaproteobacteria,4BJHS@82115|Rhizobiaceae"	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_18_00017	1033991.RLEG12_14720	2.29E-64	196	"COG2963@1|root,COG2963@2|Bacteria,1N06K@1224|Proteobacteria,2UATP@28211|Alphaproteobacteria,4BM8F@82115|Rhizobiaceae"	28211|Alphaproteobacteria	L	Transposase	-	-	-	-	-	-	-	-	-	-	-	-	HTH_Tnp_1
amPh_18_00018	384765.SIAM614_00572	9.06E-194	538	"COG2801@1|root,COG2801@2|Bacteria,1MVC8@1224|Proteobacteria,2TRX0@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	L	COG2801 Transposase and inactivated derivatives	-	-	-	ko:K07497	-	-	-	-	ko00000	-	-	-	"HTH_21,rve,rve_3"
amPh_18_00019	1246459.KB898354_gene4732	1.79E-21	98.2	"2ERQ6@1|root,33J9I@2|Bacteria,1PKR4@1224|Proteobacteria,2UZCK@28211|Alphaproteobacteria,4BEPU@82115|Rhizobiaceae"	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_19_00003	1005048.CFU_2031	1.31E-52	175	"2CH4P@1|root,33VWU@2|Bacteria,1NVVQ@1224|Proteobacteria,2W2DV@28216|Betaproteobacteria"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_19_00004	1005048.CFU_2032	2.34E-90	277	"2EZRP@1|root,33SWH@2|Bacteria,1NT7A@1224|Proteobacteria,2W179@28216|Betaproteobacteria"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_19_00005	1005048.CFU_2033	1.70E-83	253	"2E7AK@1|root,333Q8@2|Bacteria"	2|Bacteria	S	Protein of unknown function (DUF4255)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4255
amPh_19_00006	1005048.CFU_2034	7.26E-66	207	"2EA8Q@1|root,318VQ@2|Bacteria,1NQ60@1224|Proteobacteria,2W2Z5@28216|Betaproteobacteria"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_19_00007	1005048.CFU_2035	6.67E-237	669	"COG3497@1|root,COG3497@2|Bacteria,1MX89@1224|Proteobacteria,2VM4U@28216|Betaproteobacteria,4771I@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage tail sheath C-terminal domain	-	-	-	ko:K06907	-	-	-	-	ko00000	-	-	-	"Phage_sheath_1,Phage_sheath_1C"
amPh_19_00008	999541.bgla_2g12480	2.99E-77	233	"2DB76@1|root,2Z7JZ@2|Bacteria,1R371@1224|Proteobacteria,2WIFZ@28216|Betaproteobacteria,1KISI@119060|Burkholderiaceae"	28216|Betaproteobacteria	S	T4-like virus tail tube protein gp19	-	-	-	-	-	-	-	-	-	-	-	-	Phage_T4_gp19
amPh_19_00009	999541.bgla_2g12470	9.22E-53	169	"arCOG11412@1|root,31S84@2|Bacteria,1N14M@1224|Proteobacteria"	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_19_00011	1005048.CFU_2037	2.22E-76	232	"2DMQT@1|root,32T2H@2|Bacteria,1Q8UH@1224|Proteobacteria,2WCNH@28216|Betaproteobacteria,477YJ@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	T4-like virus tail tube protein gp19	-	-	-	-	-	-	-	-	-	-	-	-	Phage_T4_gp19
amPh_19_00013	999541.bgla_2g12430	1.67E-110	322	"COG1652@1|root,COG1652@2|Bacteria,1RG4I@1224|Proteobacteria,2WCR1@28216|Betaproteobacteria,1KEZ8@119060|Burkholderiaceae"	28216|Betaproteobacteria	S	LysM domain	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_19_00014	1005048.CFU_2040	4.19E-159	456	"COG3500@1|root,COG3500@2|Bacteria,1R67C@1224|Proteobacteria,2VUST@28216|Betaproteobacteria,4782G@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage late control gene D protein (GPD)	-	-	-	-	-	-	-	-	-	-	-	-	Phage_GPD
amPh_19_00015	1005048.CFU_2041	1.23E-83	253	"COG3501@1|root,COG3501@2|Bacteria,1MU7Q@1224|Proteobacteria,2VR69@28216|Betaproteobacteria,47831@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Rhs Element Vgr Protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_GPD
amPh_19_00016	1005048.CFU_2042	1.15E-80	240	"COG4104@1|root,COG4104@2|Bacteria,1RKQE@1224|Proteobacteria,2VWZ1@28216|Betaproteobacteria"	28216|Betaproteobacteria	S	PAAR motif	-	-	-	-	-	-	-	-	-	-	-	-	PAAR_motif
amPh_19_00017	1005048.CFU_2043	6.18E-68	207	"COG3628@1|root,COG3628@2|Bacteria,1N23A@1224|Proteobacteria,2WCPT@28216|Betaproteobacteria,47810@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Gene 25-like lysozyme	-	-	-	ko:K06903	-	-	-	-	ko00000	-	-	-	GPW_gp25
amPh_19_00019	1005048.CFU_2045	0	1238	"COG3299@1|root,COG3299@2|Bacteria,1P3E0@1224|Proteobacteria,2WCJX@28216|Betaproteobacteria,477TJ@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	homolog of phage Mu protein gp47	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_19_00020	1005048.CFU_2046	3.16E-134	395	"COG3299@1|root,COG3299@2|Bacteria,1MWKI@1224|Proteobacteria,2VJGX@28216|Betaproteobacteria"	28216|Betaproteobacteria	S	homolog of phage Mu protein gp47	-	-	-	-	-	-	-	-	-	-	-	-	Baseplate_J
amPh_19_00021	1005048.CFU_2047	7.92E-119	352	"COG4385@1|root,COG4385@2|Bacteria,1NM2X@1224|Proteobacteria,2W0NS@28216|Betaproteobacteria"	28216|Betaproteobacteria	S	Phage tail protein (Tail_P2_I)	-	-	-	-	-	-	-	-	-	-	-	-	Tail_P2_I
amPh_19_00022	1005048.CFU_2048	9.60E-49	169	"2DV5B@1|root,33U4B@2|Bacteria,1NUHR@1224|Proteobacteria,2W25X@28216|Betaproteobacteria"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_19_00023	1005048.CFU_2049	1.36e-314	917	"2EJNR@1|root,33DDM@2|Bacteria,1NHUB@1224|Proteobacteria,2W0F4@28216|Betaproteobacteria"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_19_00024	1005048.CFU_2050	3.03E-102	309	"2EY04@1|root,33R96@2|Bacteria,1NQK1@1224|Proteobacteria,2VZSC@28216|Betaproteobacteria"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_19_00025	999541.bgla_2g12320	7.64E-76	235	"COG0189@1|root,COG0189@2|Bacteria"	2|Bacteria	HJ	Glutathione synthase Ribosomal protein S6 modification enzyme (Glutaminyl transferase)	-	-	"6.3.2.29,6.3.2.30,6.3.5.5"	"ko:K01955,ko:K03802,ko:K05844"	"ko00240,ko00250,ko01100,map00240,map00250,map01100"	M00051	"R00256,R00575,R01395,R10948,R10949"	"RC00002,RC00010,RC00043,RC02750,RC02798,RC03314"	"ko00000,ko00001,ko00002,ko01000,ko03009"	-	-	-	"ATP-grasp_3,ATPgrasp_TupA,RimK"
amPh_19_00026	1005048.CFU_2052	4.75E-85	262	"COG0189@1|root,COG0189@2|Bacteria,1NRGN@1224|Proteobacteria,2VZBX@28216|Betaproteobacteria"	28216|Betaproteobacteria	HJ	ligase activity	-	-	-	-	-	-	-	-	-	-	-	-	-
amPh_19_00027	1005048.CFU_2053	7.00E-80	242	"COG3555@1|root,COG3555@2|Bacteria,1PZ95@1224|Proteobacteria,2WCT7@28216|Betaproteobacteria,47865@75682|Oxalobacteraceae"	28216|Betaproteobacteria	O	Aspartyl/Asparaginyl beta-hydroxylase	-	-	-	ko:K12979	-	-	-	-	"ko00000,ko01000,ko01005"	-	-	-	Asp_Arg_Hydrox
amPh_19_00028	1005048.CFU_2054	6.47E-297	838	"COG0464@1|root,COG0464@2|Bacteria,1NF48@1224|Proteobacteria,2VK2M@28216|Betaproteobacteria,47782@75682|Oxalobacteraceae"	28216|Betaproteobacteria	O	ATPase family associated with various cellular activities (AAA)	-	-	-	-	-	-	-	-	-	-	-	-	AAA
amPh_19_00030	1237149.C900_02089	2.84E-34	139	"COG3177@1|root,COG3177@2|Bacteria,4NR8T@976|Bacteroidetes,47QX8@768503|Cytophagia"	976|Bacteroidetes	KLT	Domain of unknown function (DUF4157)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4157
amPh_1_00001	198094.BA_2809	3.21E-169	474	"COG2367@1|root,COG2367@2|Bacteria,1UBVZ@1239|Firmicutes,4INBJ@91061|Bacilli,1ZN6Y@1386|Bacillus"	91061|Bacilli	V	Beta-lactamase enzyme family	-	-	-	-	-	-	-	-	-	-	-	-	Beta-lactamase2
amPh_1_00003	198094.BA_2807	4.88E-96	279	"COG0454@1|root,COG0456@2|Bacteria,1VFVQ@1239|Firmicutes,4HK5T@91061|Bacilli,1ZIKN@1386|Bacillus"	91061|Bacilli	K	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	"Acetyltransf_1,Acetyltransf_10"
