query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
janth_16_00091	688245.CtCNB1_1537	1.68E-61	206	"2DZXB@1|root,32VME@2|Bacteria,1N191@1224|Proteobacteria,2VT36@28216|Betaproteobacteria,4AII6@80864|Comamonadaceae"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_16_00092	658187.LDG_6002	1.54E-16	75.1	"2EMCZ@1|root,33F1W@2|Bacteria,1QTAY@1224|Proteobacteria,1SUNK@1236|Gammaproteobacteria,1JF19@118969|Legionellales"	118969|Legionellales	S	Excisionase	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_16_00093	1268635.Loa_00218	4.72E-104	319	"COG0582@1|root,COG0582@2|Bacteria,1MVZB@1224|Proteobacteria,1RP4Y@1236|Gammaproteobacteria,1JE0M@118969|Legionellales"	118969|Legionellales	L	Pfam:DUF3596	-	-	-	ko:K14059	-	-	-	-	ko00000	-	-	-	"Arm-DNA-bind_2,Phage_int_SAM_3,Phage_integrase"
janth_17_00001	102129.Lepto7375DRAFT_7763	8.34E-154	466	"COG2132@1|root,COG2132@2|Bacteria,1G2BC@1117|Cyanobacteria,1H8NP@1150|Oscillatoriales"	1117|Cyanobacteria	Q	PFAM multicopper oxidase	-	-	-	-	-	-	-	-	-	-	-	-	"Cu-oxidase_2,Cu-oxidase_3"
janth_17_00002	261292.Nit79A3_2328	1.30E-154	449	"COG0582@1|root,COG0582@2|Bacteria,1MU23@1224|Proteobacteria,2VJD3@28216|Betaproteobacteria,3745V@32003|Nitrosomonadales"	28216|Betaproteobacteria	L	Belongs to the 'phage' integrase family	-	-	-	-	-	-	-	-	-	-	-	-	"Arm-DNA-bind_3,Phage_integrase"
janth_17_00005	1331060.RLDS_17075	1.34E-37	129	"2E4R2@1|root,32ZJM@2|Bacteria,1N9RQ@1224|Proteobacteria,2UFU4@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_17_00006	1349767.GJA_1449	4.90E-81	243	"COG3108@1|root,COG3108@2|Bacteria,1PG9K@1224|Proteobacteria,2WCM4@28216|Betaproteobacteria,477VP@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Peptidase M15	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M15_3
janth_17_00007	29581.BW37_02244	9.02E-69	211	"2EBIF@1|root,335IY@2|Bacteria,1N7ZB@1224|Proteobacteria,2VY3C@28216|Betaproteobacteria"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_17_00008	29581.BW37_02246	7.39E-40	155	"2EM6B@1|root,33EVJ@2|Bacteria,1NGUQ@1224|Proteobacteria"	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_17_00010	29581.BW37_02251	7.82E-263	730	"COG3325@1|root,COG3325@2|Bacteria,1RKP7@1224|Proteobacteria"	1224|Proteobacteria	G	nuclear chromosome segregation	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_17_00011	29581.BW37_02252	5.12E-110	393	"COG1196@1|root,COG1511@1|root,COG1196@2|Bacteria,COG1511@2|Bacteria"	2|Bacteria	Q	domain protein	-	-	-	ko:K10953	"ko05110,map05110"	-	-	-	"ko00000,ko00001,ko02042"	-	-	-	"ABC2_membrane_3,Peptidase_C80,RtxA,TMP_2"
janth_17_00012	477184.KYC_18235	7.79E-26	97.8	"2EGMV@1|root,33AE0@2|Bacteria,1NIEM@1224|Proteobacteria,2VXKX@28216|Betaproteobacteria"	28216|Betaproteobacteria	S	Phage related hypothetical protein (DUF1799)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1799
janth_17_00013	477184.KYC_18240	2.99E-34	120	"2BP8W@1|root,32I0F@2|Bacteria,1PRRU@1224|Proteobacteria,2W9ZW@28216|Betaproteobacteria,3T8GZ@506|Alcaligenaceae"	28216|Betaproteobacteria	S	"phage protein Ypo2117 SWALL Q8ZEP3 (EMBL AJ414151) (103 aa) fasta scores E() 2.7e-07, 36.79 id in 106 aa"	-	-	-	-	-	-	-	-	-	-	-	-	Phage_TAC_4
janth_17_00014	477184.KYC_18245	5.28E-75	232	"COG5492@1|root,COG5492@2|Bacteria,1RDB5@1224|Proteobacteria,2VQXY@28216|Betaproteobacteria"	28216|Betaproteobacteria	N	"Phage tail tube protein, TTP"	-	-	-	-	-	-	-	-	-	-	-	-	Phage_tail_3
janth_17_00015	477184.KYC_18255	5.00E-28	105	"2EB49@1|root,3354Z@2|Bacteria,1N95Y@1224|Proteobacteria,2WB3B@28216|Betaproteobacteria,3T8HX@506|Alcaligenaceae"	28216|Betaproteobacteria	S	Protein of unknown function (DUF3168)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3168
janth_17_00016	397945.Aave_1623	1.89E-11	65.1	"2C8R3@1|root,32P8G@2|Bacteria,1RM1F@1224|Proteobacteria,2VTJX@28216|Betaproteobacteria"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	HK97-gp10_like
janth_17_00017	1112217.PPL19_05160	2.74E-15	73.2	"COG5614@1|root,COG5614@2|Bacteria,1N9Y5@1224|Proteobacteria,1SHES@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	S	head-tail adaptor	-	-	-	-	-	-	-	-	-	-	-	-	Phage_H_T_join
janth_17_00022	335283.Neut_1469	5.13E-111	338	"COG4653@1|root,COG4653@2|Bacteria,1MWU1@1224|Proteobacteria,2VP0D@28216|Betaproteobacteria,374H7@32003|Nitrosomonadales"	28216|Betaproteobacteria	S	"PFAM phage major capsid protein, HK97"	-	-	-	-	-	-	-	-	-	-	-	-	Phage_capsid
janth_17_00023	279714.FuraDRAFT_0275	8.77E-57	188	"COG0740@1|root,COG0740@2|Bacteria,1MUQ9@1224|Proteobacteria,2VRCJ@28216|Betaproteobacteria,2KU06@206351|Neisseriales"	206351|Neisseriales	OU	Belongs to the peptidase S14 family	-	-	-	-	-	-	-	-	-	-	-	-	CLP_protease
janth_17_00024	399739.Pmen_3972	4.29E-101	314	"COG4695@1|root,COG4695@2|Bacteria,1MUP5@1224|Proteobacteria,1RPB0@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	S	portal protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_portal
janth_17_00025	360910.BAV1460	0	917	"COG4626@1|root,COG4626@2|Bacteria,1MW7K@1224|Proteobacteria,2VNHP@28216|Betaproteobacteria,3T3DM@506|Alcaligenaceae"	28216|Betaproteobacteria	S	"COG4626 Phage terminase-like protein, large subunit"	-	-	-	-	-	-	-	-	-	-	-	-	Terminase_1
janth_17_00026	180504.Q8W6V0_9CAUD	3.06E-69	213	"4QBS6@10239|Viruses,4QUNW@35237|dsDNA viruses  no RNA stage,4QPP2@28883|Caudovirales,4QM0S@10699|Siphoviridae"	10699|Siphoviridae	S	"Phage terminase, small subunit"	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_17_00027	261292.Nit79A3_2413	1.79E-36	129	"COG1403@1|root,COG1403@2|Bacteria,1N7SV@1224|Proteobacteria,2WAVT@28216|Betaproteobacteria,374HF@32003|Nitrosomonadales"	28216|Betaproteobacteria	L	HNH nucleases	-	-	-	ko:K07451	-	-	-	-	"ko00000,ko01000,ko02048"	-	-	-	HNH
janth_17_00033	358220.C380_09945	1.02E-37	129	"2DP7B@1|root,330UW@2|Bacteria,1N84K@1224|Proteobacteria,2VWFY@28216|Betaproteobacteria,4AIHV@80864|Comamonadaceae"	28216|Betaproteobacteria	S	Domain of unknown function (DUF4406)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4406
janth_17_00034	391038.Bphy_1920	8.31E-87	259	"COG1041@1|root,COG1041@2|Bacteria,1QWHX@1224|Proteobacteria,2VTYQ@28216|Betaproteobacteria,1KDIX@119060|Burkholderiaceae"	28216|Betaproteobacteria	H	Methyltransferase domain	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_17_00036	1502852.FG94_04982	3.19E-148	434	"COG4974@1|root,COG4974@2|Bacteria"	2|Bacteria	L	Belongs to the 'phage' integrase family	-	-	-	ko:K04763	-	-	-	-	"ko00000,ko03036"	-	-	-	"Phage_int_SAM_5,Phage_integrase"
janth_17_00037	511.JT27_00560	8.24E-56	185	"2EB84@1|root,3358M@2|Bacteria,1N7EA@1224|Proteobacteria,2VWD8@28216|Betaproteobacteria,3T5YE@506|Alcaligenaceae"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_17_00038	399795.CtesDRAFT_PD3306	3.19E-45	160	"COG1403@1|root,COG1403@2|Bacteria,1N6MT@1224|Proteobacteria"	1224|Proteobacteria	V	HNH endonuclease	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_17_00039	1120999.JONM01000029_gene3351	1.99E-49	162	"2DN9N@1|root,32UII@2|Bacteria,1MZ4A@1224|Proteobacteria,2VUYV@28216|Betaproteobacteria,2KTMH@206351|Neisseriales"	206351|Neisseriales	S	Phage regulatory protein CII (CP76)	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_17_00040	29581.BW37_02258	2.49E-75	239	"COG2932@1|root,COG2932@2|Bacteria,1N4SP@1224|Proteobacteria,2VVET@28216|Betaproteobacteria,4779I@75682|Oxalobacteraceae"	28216|Betaproteobacteria	K	Peptidase S24-like	-	-	-	-	-	-	-	-	-	-	-	-	"HTH_3,Peptidase_S24"
janth_17_00044	76869.PputGB1_3460	4.04E-93	290	"29K7P@1|root,30752@2|Bacteria,1RDBV@1224|Proteobacteria,1SK7N@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_17_00045	391038.Bphy_1917	2.54E-209	603	"COG0270@1|root,COG0270@2|Bacteria,1MV9D@1224|Proteobacteria,2VHQT@28216|Betaproteobacteria,1KA9C@119060|Burkholderiaceae"	28216|Betaproteobacteria	H	Belongs to the class I-like SAM-binding methyltransferase superfamily. C5-methyltransferase family	-	-	2.1.1.37	ko:K00558	"ko00270,ko01100,ko05206,map00270,map01100,map05206"	M00035	R04858	"RC00003,RC00332"	"ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036"	-	-	-	DNA_methylase
janth_17_00048	1349767.GJA_3535	6.68E-20	82	"COG3311@1|root,COG3311@2|Bacteria,1NGB9@1224|Proteobacteria"	1224|Proteobacteria	K	Transcriptional regulator	-	-	-	ko:K07733	-	-	-	-	"ko00000,ko03000"	-	-	-	Phage_AlpA
janth_18_00001	393595.ABO_1657	9.59E-101	310	"COG1475@1|root,COG1475@2|Bacteria,1RINK@1224|Proteobacteria,1S849@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	K	DNA binding	-	-	-	-	-	-	-	-	-	-	-	-	ParBc
janth_18_00003	1179778.PMM47T1_24179	2.48E-167	480	"COG0582@1|root,COG0582@2|Bacteria,1MVZB@1224|Proteobacteria,1RP4Y@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	L	Belongs to the 'phage' integrase family	-	-	-	ko:K14059	-	-	-	-	ko00000	-	-	-	"Arm-DNA-bind_2,Phage_int_SAM_3,Phage_int_SAM_5,Phage_integrase"
janth_18_00007	29581.BW37_00164	0	1095	"28HIF@1|root,2Z7TX@2|Bacteria,1MY24@1224|Proteobacteria,2VM3H@28216|Betaproteobacteria,4761Y@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Bacteriophage replication gene A protein (GPA)	-	-	-	-	-	-	-	-	-	-	-	-	Phage_GPA
janth_18_00008	29581.BW37_00165	1.15E-75	226	"29MFM@1|root,308DH@2|Bacteria,1PXDW@1224|Proteobacteria,2WCUU@28216|Betaproteobacteria,4788T@75682|Oxalobacteraceae"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_18_00011	29581.BW37_00168	1.20E-54	171	"2EGNF@1|root,33AEK@2|Bacteria,1NGZW@1224|Proteobacteria,2VXY5@28216|Betaproteobacteria,4754B@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Ogr/Delta-like zinc finger	-	-	-	-	-	-	-	-	-	-	-	-	Ogr_Delta
janth_18_00012	292.DM42_1834	1.95E-13	65.1	"2EQVB@1|root,33IF4@2|Bacteria,1NQE1@1224|Proteobacteria,2W5RH@28216|Betaproteobacteria,1KBD3@119060|Burkholderiaceae"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_18_00015	1514988.A0A089FKN8_9CAUD	4.64E-34	123	"4QAQV@10239|Viruses,4QPCB@28883|Caudovirales,4QIFH@10662|Myoviridae"	10662|Myoviridae	S	sequence-specific DNA binding	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_18_00016	55207.KP22_06665	2.65E-17	83.6	"2FC7H@1|root,344BA@2|Bacteria,1P266@1224|Proteobacteria,1SRTD@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_18_00019	29581.BW37_00173	2.95E-269	741	"COG3500@1|root,COG3500@2|Bacteria,1MXT8@1224|Proteobacteria,2VN6E@28216|Betaproteobacteria,4731R@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage late control gene D protein (GPD)	-	-	-	ko:K06905	-	-	-	-	ko00000	-	-	-	Phage_GPD
janth_18_00020	29581.BW37_00174	1.06E-112	327	"COG3499@1|root,COG3499@2|Bacteria,1MZJ7@1224|Proteobacteria,2VU06@28216|Betaproteobacteria,474D1@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage P2 GpU	-	-	-	ko:K06906	-	-	-	-	ko00000	-	-	-	Phage_P2_GpU
janth_18_00021	29581.BW37_00175	0	1674	"COG4942@1|root,COG4942@2|Bacteria,1QTW5@1224|Proteobacteria,2WGFW@28216|Betaproteobacteria,4739E@75682|Oxalobacteraceae"	28216|Betaproteobacteria	D	peptidase	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_18_00022	29581.BW37_00177	1.82E-56	176	"2E3XV@1|root,32YUV@2|Bacteria,1N720@1224|Proteobacteria,2VW8H@28216|Betaproteobacteria,474ZY@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	"Phage tail assembly chaperone proteins, E, or 41 or 14"	-	-	-	-	-	-	-	-	-	-	-	-	Phage_TAC_7
janth_18_00023	29581.BW37_00178	1.66E-93	275	"COG3498@1|root,COG3498@2|Bacteria,1Q8HB@1224|Proteobacteria,2VS7R@28216|Betaproteobacteria,4743F@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage tail tube protein FII	-	-	-	ko:K06908	-	-	-	-	ko00000	-	-	-	Phage_tube
janth_18_00024	29581.BW37_00179	4.79E-272	745	"COG3497@1|root,COG3497@2|Bacteria,1MW1V@1224|Proteobacteria,2VHUW@28216|Betaproteobacteria,47380@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage tail sheath C-terminal domain	-	-	-	ko:K06907	-	-	-	-	ko00000	-	-	-	"Phage_sheath_1,Phage_sheath_1C"
janth_18_00026	29581.BW37_00181	5.93E-92	298	"COG5301@1|root,COG5301@2|Bacteria,1MWNN@1224|Proteobacteria,2VSW5@28216|Betaproteobacteria,478VT@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage tail-collar fibre protein	-	-	-	-	-	-	-	-	-	-	-	-	"Collar,DUF3751"
janth_18_00027	29581.BW37_00182	1.84E-140	397	"COG4385@1|root,COG4385@2|Bacteria,1NZST@1224|Proteobacteria,2VQX4@28216|Betaproteobacteria,474X4@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage tail protein (Tail_P2_I)	-	-	-	-	-	-	-	-	-	-	-	-	Tail_P2_I
janth_18_00028	29581.BW37_00183	2.12E-185	519	"COG3948@1|root,COG3948@2|Bacteria,1MUFF@1224|Proteobacteria,2VQAF@28216|Betaproteobacteria,474FM@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Baseplate J-like protein	-	-	-	-	-	-	-	-	-	-	-	-	Baseplate_J
janth_18_00029	29581.BW37_00184	8.50E-72	216	"COG3628@1|root,COG3628@2|Bacteria,1N7WS@1224|Proteobacteria,2VVVK@28216|Betaproteobacteria,474V5@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Gene 25-like lysozyme	gpW	-	-	ko:K06903	-	-	-	-	ko00000	-	-	-	GPW_gp25
janth_18_00030	29581.BW37_00185	4.84E-133	380	"COG4540@1|root,COG4540@2|Bacteria,1N2WK@1224|Proteobacteria,2VV8T@28216|Betaproteobacteria,474IT@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	"Type VI secretion system, phage-baseplate injector"	-	-	-	-	-	-	-	-	-	-	-	-	Phage_base_V
janth_18_00031	1131553.JIBI01000027_gene2384	4.22E-114	339	"COG0270@1|root,COG0270@2|Bacteria,1MV9H@1224|Proteobacteria,2VRG0@28216|Betaproteobacteria"	28216|Betaproteobacteria	H	Belongs to the class I-like SAM-binding methyltransferase superfamily. C5-methyltransferase family	dcm	-	2.1.1.37	ko:K00558	"ko00270,ko01100,ko05206,map00270,map01100,map05206"	M00035	R04858	"RC00003,RC00332"	"ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036"	-	-	-	DNA_methylase
janth_18_00032	1460640.JCM19046_3570	2.18E-72	247	"COG1106@1|root,COG1106@2|Bacteria,1TQ9J@1239|Firmicutes,4HRTT@91061|Bacilli"	91061|Bacilli	S	AAA ATPase domain	-	-	-	-	-	-	-	-	-	-	-	-	AAA_21
janth_18_00033	29581.BW37_00187	1.64E-80	241	"COG5005@1|root,COG5005@2|Bacteria,1MZCV@1224|Proteobacteria,2VUUR@28216|Betaproteobacteria,474J8@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage virion morphogenesis family	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_18_00034	29581.BW37_00188	1.20E-94	278	"2CBI4@1|root,32RTF@2|Bacteria,1MZ82@1224|Proteobacteria,2VVJ6@28216|Betaproteobacteria,474KJ@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	P2 phage tail completion protein R (GpR)	-	-	-	-	-	-	-	-	-	-	-	-	P2_Phage_GpR
janth_18_00035	29581.BW37_00189	5.18E-63	198	"2EIQP@1|root,33CG3@2|Bacteria,1NI9D@1224|Proteobacteria,2WB7T@28216|Betaproteobacteria,4757E@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Bacteriophage Rz lysis protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_lysis
janth_18_00036	29581.BW37_00190	1.69E-108	315	"COG3926@1|root,COG3926@2|Bacteria,1MVXW@1224|Proteobacteria"	1224|Proteobacteria	M	secretion activating protein	-	-	-	-	-	-	-	-	-	-	-	-	"Glyco_hydro_108,PG_binding_3"
janth_18_00037	29581.BW37_00191	1.43E-80	239	"2EBIF@1|root,30TYD@2|Bacteria,1Q9C7@1224|Proteobacteria,2WCJ9@28216|Betaproteobacteria,477RM@75682|Oxalobacteraceae"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_18_00038	29581.BW37_00192	5.12E-37	125	"COG5004@1|root,COG5004@2|Bacteria,1N81H@1224|Proteobacteria,2VWMM@28216|Betaproteobacteria,4756I@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage Tail Protein X	-	-	-	-	-	-	-	-	-	-	-	-	Phage_tail_X
janth_18_00039	29581.BW37_00193	3.66E-94	277	"2CM6Y@1|root,32SDV@2|Bacteria,1N0DS@1224|Proteobacteria,2VUG9@28216|Betaproteobacteria,474PE@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage head completion protein (GPL)	-	-	-	-	-	-	-	-	-	-	-	-	Phage_GPL
janth_18_00040	29581.BW37_00194	8.27E-130	373	"2DKUP@1|root,30DH1@2|Bacteria,1RDUB@1224|Proteobacteria,2VTDJ@28216|Betaproteobacteria,4746A@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage small terminase subunit	-	-	-	-	-	-	-	-	-	-	-	-	Phage_term_smal
janth_18_00041	29581.BW37_00195	1.33E-215	598	"2CCQ9@1|root,2Z7HY@2|Bacteria,1MUWR@1224|Proteobacteria,2VJTE@28216|Betaproteobacteria,472SA@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	"Phage major capsid protein, P2 family"	-	-	-	-	-	-	-	-	-	-	-	-	Phage_cap_P2
janth_18_00042	29581.BW37_00196	2.80E-163	459	"2CAV1@1|root,2ZBY8@2|Bacteria,1RAGI@1224|Proteobacteria,2VQQU@28216|Betaproteobacteria,4741V@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage capsid scaffolding protein (GPO) serine peptidase	-	-	-	-	-	-	-	-	-	-	-	-	Phage_GPO
janth_18_00043	29581.BW37_00197	0	1230	"COG4373@1|root,COG4373@2|Bacteria,1MXYV@1224|Proteobacteria,2VJG0@28216|Betaproteobacteria,472BT@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Terminase RNaseH-like domain	-	-	-	-	-	-	-	-	-	-	-	-	"Terminase_5,Terminase_6,Terminase_6C"
janth_18_00044	29581.BW37_00198	7.05E-226	625	"COG4695@1|root,COG4695@2|Bacteria,1MWA5@1224|Proteobacteria,2VNDU@28216|Betaproteobacteria,4723I@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Phage portal protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_portal
janth_18_00045	29581.BW37_00199	4.94E-40	132	"28QMN@1|root,2ZD3B@2|Bacteria,1P9VE@1224|Proteobacteria,2W5RQ@28216|Betaproteobacteria,4783J@75682|Oxalobacteraceae"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_19_00001	1005048.CFU_2758	4.08E-205	573	"COG2253@1|root,COG2253@2|Bacteria,1PZRM@1224|Proteobacteria,2VPSW@28216|Betaproteobacteria,476MD@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	"Nucleotidyl transferase AbiEii toxin, Type IV TA system"	-	-	-	ko:K09144	-	-	-	-	ko00000	-	-	-	AbiEii
janth_19_00002	1198232.CYCME_3045	1.88E-96	295	"COG1475@1|root,COG1475@2|Bacteria,1R634@1224|Proteobacteria,1S3NS@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	K	Belongs to the ParB family	-	-	-	ko:K03497	-	-	-	-	"ko00000,ko03000,ko03036,ko04812"	-	-	-	"KorB,KorB_C,ParBc"
janth_19_00004	243365.CV_0648	1.58E-18	80.1	"COG3311@1|root,COG3311@2|Bacteria,1NGB9@1224|Proteobacteria,2VXRR@28216|Betaproteobacteria,2KS5W@206351|Neisseriales"	206351|Neisseriales	K	Prophage CP4-57 regulatory protein (AlpA)	-	-	-	ko:K07733	-	-	-	-	"ko00000,ko03000"	-	-	-	Phage_AlpA
janth_19_00007	29581.BW37_00200	2.89E-88	264	"COG2135@1|root,COG2135@2|Bacteria,1RFZU@1224|Proteobacteria,2VQDU@28216|Betaproteobacteria,477BF@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	SOS response associated peptidase (SRAP)	-	-	-	-	-	-	-	-	-	-	-	-	SRAP
janth_19_00008	237609.PSAKL28_39520	1.79E-85	260	"COG2114@1|root,COG2114@2|Bacteria,1REC8@1224|Proteobacteria"	1224|Proteobacteria	T	"adenylate cyclase, family 3"	-	-	-	-	-	-	-	-	-	-	-	-	Guanylate_cyc
janth_19_00011	1005048.CFU_3358	1.05E-47	157	"COG3108@1|root,COG3108@2|Bacteria,1PG9K@1224|Proteobacteria,2WCM4@28216|Betaproteobacteria,477VP@75682|Oxalobacteraceae"	28216|Betaproteobacteria	S	Peptidase M15	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M15_3
janth_19_00012	29581.BW37_02244	6.35E-69	211	"2EBIF@1|root,335IY@2|Bacteria,1N7ZB@1224|Proteobacteria,2VY3C@28216|Betaproteobacteria"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_19_00013	220664.PFL_3751	1.60E-34	139	"2DRM8@1|root,33C97@2|Bacteria,1RE4N@1224|Proteobacteria"	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S74
janth_19_00014	29581.BW37_02246	2.81E-128	372	"2EM6B@1|root,33EVJ@2|Bacteria,1NGUQ@1224|Proteobacteria"	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_19_00017	29581.BW37_02251	1.57E-276	765	"COG3325@1|root,COG3325@2|Bacteria,1RKP7@1224|Proteobacteria"	1224|Proteobacteria	G	nuclear chromosome segregation	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_19_00018	29581.BW37_02252	2.66E-263	817	"COG1196@1|root,COG1511@1|root,COG1196@2|Bacteria,COG1511@2|Bacteria"	2|Bacteria	Q	domain protein	-	-	-	ko:K10953	"ko05110,map05110"	-	-	-	"ko00000,ko00001,ko02042"	-	-	-	"ABC2_membrane_3,Peptidase_C80,RtxA,TMP_2"
janth_19_00021	29581.BW37_02255	2.75E-216	605	"2DIIY@1|root,303ET@2|Bacteria,1R7AV@1224|Proteobacteria,2W1YE@28216|Betaproteobacteria"	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_19_00022	582744.Msip34_1621	6.03E-24	96.3	"2DNVE@1|root,32ZC4@2|Bacteria,1N8IA@1224|Proteobacteria,2VY46@28216|Betaproteobacteria"	28216|Betaproteobacteria	S	"phage protein Ypo2115 SWALL Q8ZEP5 (EMBL AJ414151) (135 aa) fasta scores E() 5.8e-10, 34.58 id in 133 aa, and to Rhizobium loti"	-	-	-	-	-	-	-	-	-	-	-	-	DUF4128
janth_19_00023	1335760.ASTG01000033_gene51	7.04E-37	131	"28RH4@1|root,2ZDW4@2|Bacteria,1RAWH@1224|Proteobacteria,2UWNZ@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_19_00024	257313.BP3373	4.76E-26	101	"2EJ14@1|root,33CSB@2|Bacteria,1NB37@1224|Proteobacteria,2VX0D@28216|Betaproteobacteria,3T8IE@506|Alcaligenaceae"	28216|Betaproteobacteria	S	"protein Mlr8012 SWALL Q984G8 (EMBL AP003013) (130 aa) fasta scores E() 6.8, 26.82 id in 123 aa"	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_19_00025	1304872.JAGC01000009_gene757	2.64E-38	132	"2CZQD@1|root,32T6U@2|Bacteria,1N0VG@1224|Proteobacteria,430WK@68525|delta/epsilon subdivisions,2WW3N@28221|Deltaproteobacteria,2MCNF@213115|Desulfovibrionales"	28221|Deltaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_19_00026	1335760.ASTG01000033_gene49	4.32E-46	155	"2DNTW@1|root,32Z46@2|Bacteria,1N82R@1224|Proteobacteria,2UGUN@28211|Alphaproteobacteria"	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
janth_19_00030	1042209.HK44_020620	6.29E-151	441	"2C377@1|root,2Z7II@2|Bacteria,1NNYY@1224|Proteobacteria,1RMDR@1236|Gammaproteobacteria"	1236|Gammaproteobacteria	S	P22 coat protein - gene protein 5	-	-	-	-	-	-	-	-	-	-	-	-	P22_CoatProtein
